"Market","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NASDAQ","PIH","1347 Property Insurance Holdings, Inc.","7.505","$45.23M","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/pih",
"NASDAQ","FLWS","1-800 FLOWERS.COM, Inc.","9.59","$623.46M","1999","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/flws",
"NASDAQ","FCCY","1st Constitution Bancorp (NJ)","13.55","$107.76M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fccy",
"NASDAQ","SRCE","1st Source Corporation","34.46","$891.38M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/srce",
"NASDAQ","VNET","21Vianet Group, Inc.","7.95","$905.11M","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/vnet",
"NASDAQ","TWOU","2U, Inc.","36.25","$1.7B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/twou",
"NASDAQ","JOBS","51job, Inc.","33.2","$1.97B","2004","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/jobs",
"NASDAQ","CAFD","8point3 Energy Partners LP","15.05","$1.19B","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cafd",
"NASDAQ","EGHT","8x8 Inc","15.4","$1.38B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eght",
"NASDAQ","AVHI","A V Homes, Inc.","16.2","$367.16M","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/avhi",
"NASDAQ","SHLM","A. Schulman, Inc.","28.05","$825.49M","1972","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shlm",
"NASDAQ","AAON","AAON, Inc.","29.55","$1.56B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aaon",
"NASDAQ","ABAX","ABAXIS, Inc.","50.69","$1.14B","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/abax",
"NASDAQ","ABEO","Abeona Therapeutics Inc.","8","$268.37M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abeo",
"NASDAQ","ABEOW","Abeona Therapeutics Inc.","4.5","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abeow",
"NASDAQ","ABIL","Ability Inc.","3.5889","$90.71M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/abil",
"NASDAQ","ABMD","ABIOMED, Inc.","121.97","$5.25B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/abmd",
"NASDAQ","AXAS","Abraxas Petroleum Corporation","1.8","$243.07M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/axas",
"NASDAQ","ACIU","AC Immune SA","15.74","$871.93M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aciu",
"NASDAQ","ACIA","Acacia Communications, Inc.","86.5","$3.1B","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/acia",
"NASDAQ","ACTG","Acacia Research Corporation","6.15","$309.86M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/actg",
"NASDAQ","ACHC","Acadia Healthcare Company, Inc.","38.69","$3.38B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/achc",
"NASDAQ","ACAD","ACADIA Pharmaceuticals Inc.","23.61","$2.69B","1985","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acad",
"NASDAQ","ACST","Acasti Pharma, Inc.","1.44","$15.43M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acst",
"NASDAQ","AXDX","Accelerate Diagnostics, Inc.","22.65","$1.16B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/axdx",
"NASDAQ","XLRN","Acceleron Pharma Inc.","27.64","$1.04B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/xlrn",
"NASDAQ","ANCX","Access National Corporation","23.85","$252.52M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ancx",
"NASDAQ","ARAY","Accuray Incorporated","5.35","$436.42M","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/aray",
"NASDAQ","ACRX","AcelRx Pharmaceuticals, Inc.","3.1","$140.47M","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrx",
"NASDAQ","ACET","Aceto Corporation","18.59","$551.17M","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/acet",
"NASDAQ","AKAO","Achaogen, Inc.","5.54","$147.81M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akao",
"NASDAQ","ACHN","Achillion Pharmaceuticals, Inc.","6.72","$918.5M","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/achn",
"NASDAQ","ACIW","ACI Worldwide, Inc.","19.41","$2.27B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/aciw",
"NASDAQ","ACRS","Aclaris Therapeutics, Inc.","22.01","$471.35M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrs",
"NASDAQ","ACNB","ACNB Corporation","26.55","$160.81M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acnb",
"NASDAQ","ACOR","Acorda Therapeutics, Inc.","19.6","$904.34M","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/acor",
"NASDAQ","ACTS","Actions Semiconductor Co., Ltd.","2.09","$92.58M","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/acts",
"NASDAQ","ACPW","Active Power, Inc.","0.235","$5.43M","2000","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/acpw",
"NASDAQ","ATVI","Activision Blizzard, Inc","45.06","$33.41B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atvi",
"NASDAQ","ACTA","Actua Corporation","12.2","$482M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acta",
"NASDAQ","ACUR","Acura Pharmaceuticals, Inc.","1.1","$13.02M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acur",
"NASDAQ","ACXM","Acxiom Corporation","24.79","$1.92B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acxm",
"NASDAQ","ADMS","Adamas Pharmaceuticals, Inc.","14.52","$318.41M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adms",
"NASDAQ","ADMP","Adamis Pharmaceuticals Corporation","2.8","$58.48M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/admp",
"NASDAQ","ADAP","Adaptimmune Therapeutics plc","5.01","$354.63M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adap",
"NASDAQ","ADUS","Addus HomeCare Corporation","26.29","$301.38M","2009","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/adus",
"NASDAQ","AEY","ADDvantage Technologies Group, Inc.","1.83","$18.55M","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/aey",
"NASDAQ","IOTS","Adesto Technologies Corporation","2.08","$31.32M","2015","Technology","Semiconductors","http://www.nasdaq.com/symbol/iots",
"NASDAQ","ADMA","ADMA Biologics Inc","6.07","$78.22M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adma",
"NASDAQ","ADBE","Adobe Systems Incorporated","109.03","$54.21B","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adbe",
"NASDAQ","ADTN","ADTRAN, Inc.","18.85","$912.32M","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/adtn",
"NASDAQ","ADRO","Aduro Biotech, Inc.","11.9","$770.58M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adro",
"NASDAQ","AAAP","Advanced Accelerator Applications S.A.","38.31","$1.5B","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aaap",
"NASDAQ","ADES","Advanced Emissions Solutions, Inc.","8.1","$178.51M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ades",
"NASDAQ","AEIS","Advanced Energy Industries, Inc.","47.6","$1.89B","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeis",
"NASDAQ","AITP","Advanced Inhalation Therapies (AIT) Ltd.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aitp",
"NASDAQ","AMD","Advanced Micro Devices, Inc.","7.5","$5.97B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/amd",
"NASDAQ","ADXS","Advaxis, Inc.","8.4","$334.69M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxs",
"NASDAQ","ADXSW","Advaxis, Inc.","5.13","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxsw",
"NASDAQ","ADVM","Adverum Biotechnologies, Inc.","2.92","$120.74M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/advm",
"NASDAQ","MAUI","AdvisorShares Market Adaptive Unconstrained Income ETF","23.88","$1.19M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/maui",
"NASDAQ","AEGR","Aegerion Pharmaceuticals, Inc.","2.01","$59.32M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aegr",
"NASDAQ","AEGN","Aegion Corp","18.93","$654.99M","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/aegn",
"NASDAQ","AGLE","Aeglea BioTherapeutics, Inc.","5.98","$80.2M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agle",
"NASDAQ","AEHR","Aehr Test Systems","3.1","$50.71M","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aehr",
"NASDAQ","AMTX","Aemetis, Inc","1.68","$33.36M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amtx",
"NASDAQ","AEPI","AEP Industries Inc.","111.4","$569.68M","1986","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/aepi",
"NASDAQ","AERI","Aerie Pharmaceuticals, Inc.","34.66","$966.77M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aeri",
"NASDAQ","AVAV","AeroVironment, Inc.","22.97","$537.21M","2007","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/avav",
"NASDAQ","AEZS","AEterna Zentaris Inc.","4.55","$45.93M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aezs",
"NASDAQ","AEMD","Aethlon Medical, Inc.","4.6505","$35.49M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/aemd",
"NASDAQ","AFMD","Affimed N.V.","2.15","$71.51M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/afmd",
"NASDAQ","AGEN","Agenus Inc.","5.42","$471.54M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agen",
"NASDAQ","AGRX","Agile Therapeutics, Inc.","7.15","$205.58M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agrx",
"NASDAQ","AGYS","Agilysys, Inc.","10.09","$231.46M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/agys",
"NASDAQ","AGIO","Agios Pharmaceuticals, Inc.","48.72","$1.85B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agio",
"NASDAQ","AGNC","AGNC Investment Corp.","20.18","$6.68B","2008","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agnc",
"NASDAQ","AGNCB","AGNC Investment Corp.","26.105","$9.04B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncb",
"NASDAQ","AGNCP","AGNC Investment Corp.","26","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncp",
"NASDAQ","AGFS","AgroFresh Solutions, Inc.","4.83","$241.36M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfs",
"NASDAQ","AGFSW","AgroFresh Solutions, Inc.","0.7","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfsw",
"NASDAQ","AIMT","Aimmune Therapeutics, Inc.","16.78","$709.03M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aimt",
"NASDAQ","AIRM","Air Methods Corporation","27.9","$1.06B","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/airm",
"NASDAQ","AIRT","Air T, Inc.","18.6298","$38.06M","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/airt",
"NASDAQ","ATSG","Air Transport Services Group, Inc","14.08","$839.99M","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/atsg",
"NASDAQ","AIRG","Airgain, Inc.","14.24","$104.89M","2016","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/airg",
"NASDAQ","AMCN","AirMedia Group Inc","3.08","$191.57M","2007","Technology","Advertising","http://www.nasdaq.com/symbol/amcn",
"NASDAQ","AIXG","Aixtron SE","5.66","$631.55M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aixg",
"NASDAQ","AKAM","Akamai Technologies, Inc.","59.07","$10.32B","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/akam",
"NASDAQ","AKTX","Akari Therapeutics Plc","9.05","$106.58M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aktx",
"NASDAQ","AKBA","Akebia Therapeutics, Inc.","7.81","$296.87M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akba",
"NASDAQ","AKER","Akers Biosciences Inc","3.25","$17.72M","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/aker",
"NASDAQ","AKRX","Akorn, Inc.","25.58","$3.22B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akrx",
"NASDAQ","ALRM","Alarm.com Holdings, Inc.","29.34","$1.34B","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/alrm",
"NASDAQ","ALSK","Alaska Communications Systems Group, Inc.","1.65","$84.71M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alsk",
"NASDAQ","AMRI","Albany Molecular Research, Inc.","16.02","$686.77M","1999","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/amri",
"NASDAQ","ABDC","Alcentra Capital Corp.","13.07","$176.32M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abdc",
"NASDAQ","ADHD","Alcobra Ltd.","2.27","$62.56M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adhd",
"NASDAQ","ALDR","Alder BioPharmaceuticals, Inc.","28.15","$1.41B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldr",
"NASDAQ","ALDX","Aldeyra Therapeutics, Inc.","6.68","$83.32M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldx",
"NASDAQ","ALXN","Alexion Pharmaceuticals, Inc.","121.41","$27.23B","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxn",
"NASDAQ","ALCO","Alico, Inc.","26.54","$220.69M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/alco",
"NASDAQ","ALGN","Align Technology, Inc.","87.5","$7B","2001","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/algn",
"NASDAQ","ALIM","Alimera Sciences, Inc.","1.28","$58.57M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alim",
"NASDAQ","ALJJ","ALJ Regional Holdings, Inc.","4.41","$152.16M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/aljj",
"NASDAQ","ALKS","Alkermes plc","54.46","$8.25B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alks",
"NASDAQ","ABTX","Allegiance Bancshares, Inc.","27.35","$352.15M","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/abtx",
"NASDAQ","ALGT","Allegiant Travel Company","153.9","$2.54B","2006","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/algt",
"NASDAQ","AIQ","Alliance HealthCare Services, Inc.","8.75","$93.96M","2001","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aiq",
"NASDAQ","AHGP","Alliance Holdings GP, L.P.","27.83","$1.67B","2006","Energy","Coal Mining","http://www.nasdaq.com/symbol/ahgp",
"NASDAQ","AMMA","Alliance MMA, Inc.","3.7983","$37.98M","2016","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/amma",
"NASDAQ","ARLP","Alliance Resource Partners, L.P.","23.85","$1.77B","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/arlp",
"NASDAQ","AHPI","Allied Healthcare Products, Inc.","1.51","$12.12M","1992","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ahpi",
"NASDAQ","AMOT","Allied Motion Technologies, Inc.","19.76","$185.67M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/amot",
"NASDAQ","ALQA","Alliqua BioMedical, Inc.","0.73","$21.66M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/alqa",
"NASDAQ","ALLT","Allot Communications Ltd.","5.21","$174.84M","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/allt",
"NASDAQ","MDRX","Allscripts Healthcare Solutions, Inc.","12.34","$2.3B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mdrx",
"NASDAQ","AFAM","Almost Family Inc","41.15","$427.44M","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/afam",
"NASDAQ","ALNY","Alnylam Pharmaceuticals, Inc.","36.67","$3.14B","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alny",
"NASDAQ","AOSL","Alpha and Omega Semiconductor Limited","21.61","$491.76M","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/aosl",
"NASDAQ","GOOG","Alphabet Inc.","807.67","$555.09B","2004","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/goog",
"NASDAQ","GOOGL","Alphabet Inc.","828.55","$569.44B","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/googl",
"NASDAQ","SMCP","AlphaMark Actively Managed Small Cap ETF","21.48","$23.63M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/smcp",
"NASDAQ","ATEC","Alphatec Holdings, Inc.","5.9","$4.2M","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atec",
"NASDAQ","ASPS","Altisource Portfolio Solutions S.A.","30.81","$565.35M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/asps",
"NASDAQ","AIMC","Altra Industrial Motion Corp.","29.1","$753.82M","2006","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aimc",
"NASDAQ","AMAG","AMAG Pharmaceuticals, Inc.","26.35","$899.96M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amag",
"NASDAQ","AMRN","Amarin Corporation plc","3.29","$609.59M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amrn",
"NASDAQ","AMRK","A-Mark Precious Metals, Inc.","15.21","$106.8M","n/a","Basic Industries","Other Specialty Stores","http://www.nasdaq.com/symbol/amrk",
"NASDAQ","AYA","Amaya Inc.","13.43","$1.95B","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/aya",
"NASDAQ","AMZN","Amazon.com, Inc.","835.18","$395.94B","1997","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/amzn",
"NASDAQ","AMBC","Ambac Financial Group, Inc.","19.09","$861.37M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambc",
"NASDAQ","AMBCW","Ambac Financial Group, Inc.","9.3","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambcw",
"NASDAQ","AMBA","Ambarella, Inc.","62.74","$2.05B","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/amba",
"NASDAQ","AMCX","AMC Networks Inc.","52.55","$3.75B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/amcx",
"NASDAQ","DOX","Amdocs Limited","59.07","$8.73B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dox",
"NASDAQ","AMDA","Amedica Corporation","0.765","$18.04M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/amda",
"NASDAQ","AMED","Amedisys Inc","43.91","$1.47B","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amed",
"NASDAQ","UHAL","Amerco","328.67","$6.44B","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/uhal",
"NASDAQ","ATAX","America First Multifamily Investors, L.P.","5.85","$352.48M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atax",
"NASDAQ","AMOV","America Movil, S.A.B. de C.V.","11.97","$39.24B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amov",
"NASDAQ","AAL","American Airlines Group, Inc.","39.69","$20.56B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/aal",
"NASDAQ","ACSF","American Capital Senior Floating, Ltd.","11.15","$111.5M","2014","n/a","n/a","http://www.nasdaq.com/symbol/acsf",
"NASDAQ","ACAS","American Capital, Ltd.","17.11","$3.69B","1997","n/a","n/a","http://www.nasdaq.com/symbol/acas",
"NASDAQ","AETI","American Electric Technologies, Inc.","2.175","$18.12M","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeti",
"NASDAQ","AMNB","American National Bankshares, Inc.","27.55","$237.18M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amnb",
"NASDAQ","ANAT","American National Insurance Company","119.47","$3.22B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/anat",
"NASDAQ","APEI","American Public Education, Inc.","20.1","$323.06M","2007","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apei",
"NASDAQ","ARII","American Railcar Industries, Inc.","37.52","$727.86M","2006","Capital Goods","Railroads","http://www.nasdaq.com/symbol/arii",
"NASDAQ","AMRB","American River Bankshares","11.87","$79.01M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amrb",
"NASDAQ","AMSWA","American Software, Inc.","10.69","$311.12M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/amswa",
"NASDAQ","AMSC","American Superconductor Corporation","7.04","$99.89M","1991","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/amsc",
"NASDAQ","AMWD","American Woodmark Corporation","74.6","$1.22B","1986","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/amwd",
"NASDAQ","CRMT","America&#39;s Car-Mart, Inc.","40.3","$315.8M","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/crmt",
"NASDAQ","ABCB","Ameris Bancorp","36.45","$1.27B","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/abcb",
"NASDAQ","AMSF","AMERISAFE, Inc.","56","$1.08B","2005","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/amsf",
"NASDAQ","ASRV","AmeriServ Financial Inc.","3.26","$61.6M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrv",
"NASDAQ","ASRVP","AmeriServ Financial Inc.","26.64","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrvp",
"NASDAQ","ATLO","Ames National Corporation","27.09","$252.23M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/atlo",
"NASDAQ","AMGN","Amgen Inc.","157.895","$118.16B","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/amgn",
"NASDAQ","FOLD","Amicus Therapeutics, Inc.","7.52","$1.07B","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fold",
"NASDAQ","AMKR","Amkor Technology, Inc.","9.66","$2.29B","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/amkr",
"NASDAQ","AMPH","Amphastar Pharmaceuticals, Inc.","18.48","$833.84M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amph",
"NASDAQ","IBUY","Amplify Online Retail ETF","27.79","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibuy",
"NASDAQ","AMSG","Amsurg Corp.","65.07","$3.57B","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amsg",
"NASDAQ","AMSGP","Amsurg Corp.","123.51","$213.05M","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amsgp",
"NASDAQ","ASYS","Amtech Systems, Inc.","4.41","$58.1M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asys",
"NASDAQ","AFSI","AmTrust Financial Services, Inc.","26.26","$4.48B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afsi",
"NASDAQ","AMRS","Amyris, Inc.","1.07","$251.47M","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amrs",
"NASDAQ","ADI","Analog Devices, Inc.","64.06","$19.7B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/adi",
"NASDAQ","ALOG","Analogic Corporation","83.05","$1.03B","1972","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/alog",
"NASDAQ","AVXL","Anavex Life Sciences Corp.","3.13","$111.77M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/avxl",
"NASDAQ","ANCB","Anchor Bancorp","25.05","$62.76M","2011","Finance","Banks","http://www.nasdaq.com/symbol/ancb",
"NASDAQ","ANDA","Andina Acquisition Corp. II","9.9","$52.57M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/anda",
"NASDAQ","ANDAR","Andina Acquisition Corp. II","0.31","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andar",
"NASDAQ","ANDAU","Andina Acquisition Corp. II","10.3","$17M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andau",
"NASDAQ","ANDAW","Andina Acquisition Corp. II","0.18","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andaw",
"NASDAQ","ANGI","Angie&#39;s List, Inc.","7.81","$459.08M","2011","Consumer Services","Advertising","http://www.nasdaq.com/symbol/angi",
"NASDAQ","ANGO","AngioDynamics, Inc.","16.73","$617.07M","2004","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ango",
"NASDAQ","ANIP","ANI Pharmaceuticals, Inc.","66.36","$764.82M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anip",
"NASDAQ","ANIK","Anika Therapeutics Inc.","43.18","$638.1M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/anik",
"NASDAQ","ANSS","ANSYS, Inc.","91.12","$7.95B","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/anss",
